index	original	translation
507	100 to Metropolitan Electric Tramways and 250 to LGOC's new owner, Underground.	100 to Metropolitan Electric Tramways und 250 to LGOC 's new owner, Underground.
508	After the Civil War, Texas ranchers raised large herds of longhorn cattle.	Nach dem Bürgerkrieg zogen texanische Viehzüchter große Rinderherden an.
509	Belloq and Nazi officer Colonel Dietrich arrive and seize the Ark from Jones, before imprisoning him and Marion in the crypt.	Belloq und Nazi-Offizier Colonel Dietrich kommen und ergreifen die Arche von Jones, bevor er und Marion in der Krypta inhaftiert.
510	1st and 3rd Battalions repelled the North Korean advance until 12 July.	1. und 3. Bataillone wehrten den nordkoreanischen Vormarsch bis zum 12. Juli ab.
511	Amphibians include the tiger salamander, chorus frog, northern leopard frog, spadefoot toad, Great Plains toad, and Woodhouse's toad.	Amphibien sind der Tiger Salamander, Chorus Frosch, nördlichen Leopardenfrosch, Spadefoot Kröte, Great Plains Kröte und Woodhouse Kröte.
512	On 1 October the 1st Panzer Army under Ewald von Kleist swept south to encircle the two attacking Soviet armies.	Am 1. Oktober fegte die 1. Panzerarmee unter Ewald von Kleist nach Süden, um die beiden angreifenden sowjetischen Armeen einzukreisen.
513	He attacked "the false nostrums and promises of those who apparently monopolise the channels of communication.	Er griff "die falschen Instrumente und Versprechen derer an, die anscheinend die Kommunikationskanäle monopolisieren.
514	Leonora di Toledo of Florence, Italy wears a blue gown with a flared collar and tight undersleeves with horizontal trim.	Leonora di Toledo von Florenz, Italien trägt ein blaues Kleid mit einem flachen Kragen und engen Unterärmeln mit horizontaler Verkleidung.
515	Thus, it became the standard explosive in mines after the First World War.	So wurde es nach dem Ersten Weltkrieg zum Standard-Sprengstoff in Bergwerken.
516	On August 30, 1905, in his first major league at bat, he doubled off of Jack Chesbro of the New York Highlanders.	Am 30. August 1905, in seiner ersten großen Liga bei Fledermaus, verdoppelte er sich von Jack Chesbro der New York Highlanders.
517	These are underlain by older Paleozoic and Mesozoic sediments which correlate well with the outcrops to the east.	Diese werden von älteren paläozoischen und mesozoischen Sedimenten untermauert, die gut mit den Ausbrüchen im Osten korrelieren.
518	The other batsmen were Len Hutton, Cyril Washbrook, Denis Compton, Bill Edrich, James Langridge, Laurie Fishlock and Joe Hardstaff junior.	Die anderen Batsmen waren Len Hutton, Cyril Washbrook, Denis Compton, Bill Edrich, James Langridge, Laurie Fishlock und Joe Hardstaff Junior.
519	Jailed in Mexico City, Villa fled to the United States.	In Mexiko City eingesperrt, floh Villa in die Vereinigten Staaten.
520	The Dead Pool grossed nearly $38 million, relatively low receipts for a Dirty Harry film.	The Dead Pool brachte fast 38 Millionen Dollar ein, relativ niedrige Einnahmen für einen Dirty Harry Film.
521	And then you, like Klebold and Harris in Columbine, become the ultimate bully."	Und dann wirst du, wie Klebold und Harris in Columbine, zum ultimativen Tyrannen ".
522	Some Orangemen also joined loyalist paramilitary groups.	Einige Orangemen schlossen sich auch loyalistischen paramilitärischen Gruppen an.
523	Mischlinge with one Jewish grandparent were usually forbidden to marry anybody with any Jewish grandparent.	Mischlinge mit einem jüdischen Großeltern war es normalerweise verboten, irgendjemanden mit einem jüdischen Großeltern zu heiraten.
524	William Trueheart, the deputy of the recently relieved U.S.	William Trueheart, der Stellvertreter der kürzlich entlastet USA
525	Instead of retaliating, Miss Hyde stood her ground and Maggie acquiesced.	Anstatt zu rächen, stand Miss Hyde auf dem Boden und Maggie stimmte zu.
526	The bovids usually rest before dawn, during midday, and after dark.	Die Bovids ruhen in der Regel vor der Morgendämmerung, mittags und nach der Dunkelheit.
527	These smaller accessory pulleys necessitated a shorter serpentine belt.	Diese kleineren Zubehörrollen erforderten einen kürzeren Serpentinengurt.
528	This interest would culminate in the seminal Les Demoiselles d'Avignon."	Dieses Interesse würde im bahnbrechenden Les Demoiselles d 'Avignon gipfeln ".
529	Sir Malcolm Sargent devised a new ending for the overture to The Gondoliers, adding the "cachucha" from the second act of the opera.	Sir Malcolm Sargent erfand ein neues Ende für die Ouvertüre zu The Gondoliers und fügte den "Cachucha" aus dem zweiten Akt der Oper hinzu.
530	A scuffle ensues and as Rob pushes Tina; she loses her balance and falls from the balcony, plummeting onto the cobbles below.	Als Rob Tina schiebt, folgt ein Schuppchen, sie verliert ihr Gleichgewicht und fällt vom Balkon, fällt auf die Pflaster darunter.
531	Realizing that Nighthawks probably infiltrated the fortress, they split up.	Als sie erkannten, dass Nighthawks wahrscheinlich die Festung infiltrierten, spalteten sie sich auf.
532	Fearing reprisals, Bocskai hurried to Sólyomkő and pretended that gout had paralysed him.	Aus Angst vor Repressalien eilte Bocskai nach Sólyomkő und gab vor, Gicht hätte ihn gelähmt.
533	The umpires issued warnings in the fifth inning but no ejections followed.	Die Schiedsrichter warnten im fünften Inning, aber es folgten keine Auswürfe.
534	Kazi Mulla and Shamil retired to Gimry and prepared for a major attack.	Kazi Mulla und Shamil zogen sich nach Gimry zurück und bereiteten sich auf einen Großangriff vor.
535	Two sudden squalls rolled Cassandra over on her beam ends, capsizing her.	Zwei plötzliche Squalls rollten Cassandra auf ihren Strahlenden um und kenterten sie.
536	Miller accused Foyt of throwing temper tantrums, verbal and physical intimidation, and childish behavior.	Miller beschuldigte Foyt, Temperamenttantren, verbale und körperliche Einschüchterung und kindliches Verhalten zu werfen.
537	Arnhem Oosterbeek War Cemetery Operation Fustian, 1st Parachute Brigade's previous airborne operation during the Invasion of Sicily.	Arnhem Oosterbeek War Cemetery Operation Fustian, 1. Fallschirmbrigade früheren Luftangriff während der Invasion von Sizilien.
538	The newly empowered barons banished Gaveston, to which Edward responded by revoking the reforms and recalling his favourite.	Die neu ermächtigten Barone verbannten Gaveston, worauf Edward reagierte, indem er die Reformen abhob und an seinen Favoriten erinnerte.
539	Combined Syrian, Iraqi and Jordanian counterattacks prevented any further Israeli gains.	Kombinierte syrische, irakische und jordanische Gegenangriffe verhinderten weitere israelische Gewinne.
540	Frederick Henry Roberts, a grazier in Bathurst, purchased the property in March 1924 from Jerome William Maguire, a butcher in Bathurst, for .	Frederick Henry Roberts, ein Grazier in Bathurst, kaufte das Anwesen im März 1924 von Jerome William Maguire, einem Metzger in Bathurst, für.
541	Fort Wayne Parks and Recreation maintains 86 public parks totaling 2,805 acre.	Fort Wayne Parks and Recreation unterhält 86 öffentliche Parks von insgesamt 2.805 Hektar.
542	On Sunday 20 August, the Norwegians lowered a ROV to the submarine.	Am Sonntag, 20. August, senkten die Norweger einen ROV auf das U-Boot.
543	They collect 500 taels for each murder of a Catholic.	Sie sammeln 500 Taels für jeden Mord an einem Katholiken.
544	He was supported by Wardle, off spinner Ellis Robinson, seamer Frank Smailes and new pace bowlers Coxon and Ron Aspinall.	Unterstützt wurde er von Wardle, Off Spinner Ellis Robinson, Seamer Frank Smailes und neuen Tempo Bowlern Coxon und Ron Aspinall.
545	Botvinnik again regained the title in a rematch in 1961.	Botvinnik gewann 1961 in einem Rematch erneut den Titel.
546	Also, the Terran Confederacy uses the same flag as the Confederacy in the American Civil War.	Auch benutzt die Terran Confederacy die gleiche Flagge wie die Confederacy im Amerikanischen Bürgerkrieg.
547	He also standardized the weights and measurements such as the cubit, tical, basket throughout the realm.	Er standardisierte auch die Gewichte und Maße wie die Elle, vertikal, Korb im ganzen Reich.
548	Finally Heracles assembles all the Argonauts for a strong talk.	Schließlich versammelt Herakles alle Argonauten für ein starkes Gespräch.
549	Furthermore, the bandsmen, except those wearing a white bearskin, had a red plume on the side of the bearskin.	Außerdem hatten die Bandsmen, außer denen, die ein weißes Bärenhaut trugen, eine rote Feder an der Seite des Bärenhells.
550	The next day, on Christmas Day, the aunts bought Lucretia a big wax doll, bedstead, baby carriage and bureau.	Am nächsten Tag, am Weihnachtstag, kauften die Tanten Lucretia eine große Wachspuppe, Bett, Kinderwagen und Büro.
551	Responding to criticism over unreadiness, Truman fired Secretary of Defense Louis Johnson and replaced him with the George Marshall.	Als Reaktion auf Kritik an der Unfähigkeit feuerte Truman Verteidigungsminister Louis Johnson und ersetzte ihn durch den George Marshall.
552	Multiple other weak tornadoes touched down across the northern Great Plains on June 7 and 8 as well.	Mehrere andere schwache Tornados landeten am 7. und 8. Juni über die nördlichen Großen Ebenen hinweg.
553	This reignited the feud and helped Billy and Mac rekindle their love for each other.	Dies entfachte die Fehde und half Billy und Mac, ihre Liebe zueinander wiederzubeleben.
554	Concurrently, Lew's fear of exposing himself alienates Joanne.	Gleichzeitig entfremdet Lew 's Angst, sich aufzudecken, Joanne.
555	Death of Constantine I and deposition of George II	Tod von Konstantin I und Ablagerung von Georg II.
556	Four masted barques came up the Paterson to Woodville to procure flour from Mitchell's flour mills.	Vier Masted Barques kamen die Paterson nach Woodville, um Mehl aus Mitchells Mühlen zu beschaffen.
557	Most of the killings where either drug or gang related homicides.	Die meisten Morde, bei denen entweder Drogen oder Banden mit Morden zusammenhängen.
558	In muntjac and tufted deer, the antlers as well as the canines are small.	In muntjac und getufteten Hirschen sind sowohl das Geweih als auch die Eckzähne klein.
559	Early in spring, Alaric, probably desperate, invaded Italy, and he drove Honorius westward from Mediolanum, besieging him in Hasta Pompeia in Liguria.	Zu Beginn des Frühlings marschierte Alarik, wahrscheinlich verzweifelt, in Italien ein, und er trieb Honorius von Mediolanum nach Westen und belagerte ihn in Hasta Pompeia in Ligurien.
560	King and Mays promised each other that whoever outlived the other would deliver the eulogy at the other's funeral.	König und Mays versprachen einander, dass jeder, der den anderen überlebte, die Lobrede beim Begräbnis des anderen halten würde.
561	JaJaJa toured Germany, Switzerland, Belgium, and Holland with a large graffiti canvas as a backdrop.	JaJaJa tourte mit einer großen Graffiti Leinwand als Hintergrund durch Deutschland, die Schweiz, Belgien und Holland.
562	"Land Value Taxation and Constitutional Uniformity", Geo.	Landwertsteuer und konstitutionelle Einheitlichkeit, Geo.
563	Chu Cheung Sing's mentor and the emperors advisor.	Chu Cheung Sings Mentor und der Kaiser beraten.
564	Alone with Erik, Mads invites Agnes Jensen for supper.	Allein mit Erik lädt Mads Agnes Jensen zum Abendessen ein.
565	The Courier Journal, Neighborhoods, February 6, 2002, by Tonia Holbrook	The Courier Journal, Nachbarschaft, 6. Februar 2002, von Tonia Holbrook
566	In the mixed doubles, Dellacqua partnered Ross Hutchins of Great Britain.	In den Mixed Doubles arbeitete Dellacqua mit Ross Hutchins aus Großbritannien zusammen.
567	The main steroid hormones, testosterone, estradiol, and progesterone as well as prolactin play important physiological functions in puberty.	Die wichtigsten Steroidhormone, Testosteron, Östradiol und Progesteron sowie Prolaktin spielen wichtige physiologische Funktionen in der Pubertät.
568	It culminates in the height of Red Screes overlooking the Kirkstone Pass.	Es gipfelt in der Höhe der roten Screes mit Blick auf den Kirkstone Pass.
569	Pharnaces sailed to the Cimmerian Bosporus, intending to recover it from Asander.	Pharnaces segelte zum Cimmerian Bosporus und beabsichtigte, ihn von Asander zurückzugewinnen.
570	The heavy rain inundated many streets, stranding many commuters.	Der starke Regen überschwemmte viele Straßen und strandete viele Pendler.
571	Homer illustrated Paeon the god, and the song both of apotropaic thanksgiving or triumph.	Homer illustrierte Paeon den Gott, und das Lied sowohl von apotropaischen Danksagung oder Triumph.
572	Minsky describes a more congenial variation of Lambek's "abacus" model in his "Very Simple Bases for Computability".	Minsky beschreibt in seinen "Very Simple Basases for Computability" eine eher kongeniale Variation von Lambeks "abacus" -Modell.
573	After descending Peavine ridge the trail forded the South Fork of the American River near Pacific House.	Nach absteigendem Peavine Grat verzweigte der Trail die South Fork des American River in der Nähe von Pacific House.
574	Also in Ideen Husserl explicitly elaborates the eidetic and phenomenological reductions.	Auch in Ideen erarbeitet Husserl explizit die eidetischen und phänomenologischen Reduktionen.
575	Lucius Cornelius L. f. L. n. Scipio Asiaticus, consul in 83 BC.	Lucius Cornelius L. f. L. n. Scipio Asiaticus, Konsul 83 v. Chr.
576	Renegade drones are painted grey with a black fender, hemispheres, collars, slats and appendages.	Renegade Drohnen sind grau lackiert mit einem schwarzen Kotflügel, Hemisphären, Kragen, Lamellen und Anhängen.
577	Additionally, Clark Gregg reprises his role as S.H.I.E.L.D.	Darüber hinaus nimmt Clark Gregg seine Rolle als S.H.I.E.L.D. wieder auf
578	Calosoma sycophanta is a beetle that preys upon the gypsy moth larvae and pupae.	Calosoma sycophanta ist ein Käfer, der auf den Gypsy Mottenlarven und Puppen raubt.
579	This network of bunkers, tunnels, and pillboxes favored the defense.	Dieses Netz von Bunkern, Tunneln und Pillenboxen begünstigte die Verteidigung.
580	It is laid on in two coats with a skimming float, scoured off at once, and then trowelled.	Es wird in zwei Mänteln mit einem schäumenden Schwimmer aufgelegt, sofort abgespült und dann zertrampelt.
581	Relief corn sheaf and wooden plough over entrance.	Relief Mais Garbe und Holzpflug über Eingang.
582	As of 2009, First Brigade, Khost, Second Brigade, Forward Operating Base Rushmore, Sharana, Paktika Province, Third Brigade, Ghazni.	Ab 2009, Erste Brigade, Khost, Zweite Brigade, Forward Operating Base Rushmore, Sharana, Paktika Provinz, Dritte Brigade, Ghazni.
583	It exploded about 8 ft from his tractor as he drove past Saltersland church hall.	Es explodierte etwa 8 ft von seinem Traktor, als er vorbei an Saltersland Kirche Halle fuhr.
584	The controversy eventually led to Laud's impeachment for treason by a bill of attainder in 1645, and subsequent execution.	Die Kontroverse führte schließlich zu Lauds Amtsenthebung wegen Verrats durch einen Erfüllungsbrief 1645 und anschließender Hinrichtung.
585	In 1969 and 1986, the USSR issued 10 kopek postage stamps honoring Korolev.	1969 und 1986 veröffentlichte die UdSSR 10 kopek Briefmarken zu Ehren Koroljews.
586	Captain Batra collapsed next to the injured soldier, succumbing to the fatal wounds.	Captain Batra stürzte neben dem verletzten Soldaten ein und erlag den tödlichen Wunden.
587	The experienced airmen suggested Wever appoint another naval airman, Joachim Coeler, as inspector of naval aviation.	Die erfahrenen Flieger schlugen Wever vor, einen weiteren Marine-Flieger, Joachim Coeler, zum Inspektor der Marine zu ernennen.
588	The popularization of the Ramayana and its tale, originally written in Sanskrit Language was greatly enhanced by the work of Bhanubhakta.	Die Popularisierung des Ramayana und seiner Geschichte, die ursprünglich in Sanskrit Language geschrieben wurde, wurde durch das Werk von Bhanubhakta stark verstärkt.
589	This angered Ross and contributed to the breakdown of their friendship.	Dies verärgerte Ross und trug zum Zusammenbruch ihrer Freundschaft bei.
590	The mission eventually reunites them with Grimlock and Rodimus Prime.	Die Mission vereint sie schließlich mit Grimlock und Rodimus Prime.
591	Embittered, he readily agrees to join forces with Shredder, who orders him to replicate his Mousers and hunt down Splinter.	Umarmt erklärt er sich bereit, sich mit Shredder zusammenzuschließen, der ihm befiehlt, seine Mousers zu replizieren und Splinter zu jagen.
592	The Burmese then tried to encircle the Chinese by splitting the army into two.	Die Burmesen versuchten dann, die Chinesen einzukreisen, indem sie die Armee in zwei Teile teilten.
593	November 4 Floyd Mayweather, Jr. becomes the WBC and linear Welterweight champion after he defeats Carlos Baldomir by unanimous decision.	4. November Floyd Mayweather, Jr. wird der WBC und lineare Welterweight Champion, nachdem er Carlos Baldomir durch einstimmigen Beschluss besiegt.
594	In 2008, Tulsa funded 39.2 million to build a new ballpark in the Greenwood District near downtown for the Drillers.	2008 finanzierte Tulsa 39,2 Mio. EUR für den Bau eines neuen Ballparks im Greenwood District in der Nähe der Innenstadt für die Bohrmaschinen.
595	Reagan Maui'a, a former NFL fullback, originally played for Tokay High School.	Reagan Maui 'a, ein ehemaliger NFL Fullback, spielte ursprünglich für Tokay High School.
596	Hence they wanted to Latinize the Syrian Christians of India.	Daher wollten sie die syrischen Christen Indiens Latinisieren.
597	He also noted that both the Iapydes and the Segestani revolted again shortly afterward.	Er stellte auch fest, dass sowohl die Iapyden als auch die Segestani kurz danach wieder aufstanden.
598	Relations soured further in 2012, as Kinshasa accused Rwanda of supporting the M23 rebellion, an insurgency in the eastern Congo.	Die Beziehungen haben 2012 weiter zugenommen, da Kinshasa Ruanda beschuldigte, den Aufstand der M23, einen Aufstand im Osten des Kongo, unterstützt zu haben.
599	Hughes managed to pull himself out of the flaming wreckage but lay beside the aircraft until he was rescued by Marine Master Sgt.	Hughes schaffte es, sich aus den flammenden Trümmern herauszuziehen, lag aber neben dem Flugzeug, bis er von Marine Master Sgt. gerettet wurde.
600	), and techniques of molding or fashioning the clay.	), und Techniken zum Formen oder Moden des Tons.
601	A short distance later, they intersect the eastern terminus of SR 47.	Kurze Zeit später kreuzen sie den östlichen Endpunkt der SR 47.
602	She flees and her final whereabouts remain unknown.	Sie flieht und ihr letzter Aufenthaltsort bleibt unbekannt.
603	A few diesel sternwheelers stayed on the rivers after steam sternwheelers disappeared.	Einige Dieselsternräder blieben auf den Flüssen, nachdem Dampfsternräder verschwanden.
604	Speculation abounded as to the nature of his supposed misdeeds.	Spekulationen überströmten die Natur seiner angeblichen Missetaten.
605	Friedrich Wilhelm Schäfke, 87, German mathematician and academic.	Friedrich Wilhelm Schäfke, 87, deutscher Mathematiker und Akademiker.
606	It targeted Korsun, east of Kiev on 10 September and the airfield at Semenovka on the 12th.	Sie zielte auf Korsun, östlich von Kiew, am 10. September, und auf den Flugplatz Semenowka am 12. September.
607	Though the resolutions followed the "interposition" approach of Madison, Jefferson advocated nullification.	Obwohl die Resolutionen dem Ansatz der "Interposition" von Madison folgten, befürwortete Jefferson die Nichtigerklärung.
608	Compared to the Confederates, Frémont's forces were dispersed and disorganized.	Im Vergleich zu den Konföderierten wurden Frémont 's Kräfte zerstreut und desorganisiert.
609	The white sturgeon historically ranged from the mouth of the Columbia River to the Kootenai River upstream to Kootenai Falls, Montana.	Der weiße Stör reichte historisch von der Mündung des Columbia River zum Kootenai River flussaufwärts bis zu Kootenai Falls, Montana.
610	Darlington cites the significance of the conscious intervention by syndicalist militants.	Darlington zitiert die Bedeutung des bewussten Eingreifens syndikalistischer Militanten.
611	Colt manufactured 9000 of these revolvers between 1873 and 1878.	Colt stellte zwischen 1873 und 1878 9000 dieser Revolver her.
612	Several additional Catholic schools operate in Mahoning, Trumbull, Columbiana, Portage, Stark, and Ashtabula counties.	Mehrere weitere katholische Schulen sind in Mahoning, Trumbull, Columbiana, Portage, Stark und Ashtabula tätig.
613	Shoe store manager Johnny Brewer testified that he saw Oswald "ducking into" the entrance alcove of his store.	Der Schuhhändler Johnny Brewer bezeugte, dass er Oswald sah, wie er sich in die Eingangsnische seines Ladens "duckte".
614	On the final lap, Hornish led Barron down the backstretch.	In der letzten Runde führte Hornish Barron den Rücken hinunter.
615	Nick and Gabi eventually inched closer and quickly began a romance in October 2012.	Nick und Gabi näherten sich schließlich und begannen im Oktober 2012 schnell eine Romanze.
616	The Japanese defeated successive Korean armies with a combination of muskets, spears, and swords.	Die Japaner besiegten aufeinanderfolgende koreanische Armeen mit einer Kombination aus Musketen, Speeren und Schwertern.
617	France in February 1794 abolished slavery in its American colonies, but would reintroduce it later.	Frankreich hob im Februar 1794 die Sklaverei in seinen amerikanischen Kolonien auf, führte sie aber später wieder ein.
618	The six national fraternities with chapters at Tufts are Delta Tau Delta, Delta Upsilon, Theta Chi, Theta Delta Chi, Zeta Beta Tau, and Zeta Psi.	Die sechs nationalen Bruderschaften mit Kapiteln in Tufts sind Delta Tau Delta, Delta Upsilon, Theta Chi, Theta Delta Chi, Zeta Beta Tau und Zeta Psi.
619	For over three thousand years these Dead Men haunted the White Mountains, only venturing out to tryst at the Stone of Erech.	Seit über dreitausend Jahren verfolgen diese Toten die Weißen Berge und wagen sich nur auf den Weg zum Stein von Erech.
620	On 30 July, she sailed for Durban to begin a refit that lasted from 15 August to 10 October and arrived back at Trincomalee on 1 November.	Am 30. Juli segelte sie nach Durban, um mit einer Umrüstung zu beginnen, die vom 15. August bis zum 10. Oktober dauerte und am 1. November in Trincomalee ankam.
621	Agriculture Forest Service Agriculture Handbook 654, 1990).	Landwirtschaft Forstdienst Landwirtschaft Handbuch 654, 1990).
622	Many Muslims fled across the Thar Desert to Sindh in Pakistan.	Viele Muslime flohen über die Thar Wüste nach Sindh in Pakistan.
623	Prey found in Sargassum mats may include barnacles, crab larvae, fish eggs, and hydrozoan colonies.	Die in Sargassum-Matten vorkommende Beute kann Barnakel, Krabbenlarven, Fischeier und Hydrozoan-Kolonien umfassen.
624	In Schuurmansia, Schuurmansiella, and Adenarake, the anther dehiscence is apically longicidal.	In Schuurmansia, Schuurmansiella und Adenarake ist die Dehiszenz apisch eintönig.
625	On Day 21, Erica nominated Maddy and Merron for eviction.	Am 21. Tag nominierte Erica Maddy und Merron für die Räumung.
626	Lauren walks outside and confides in Joey but Lucy sees this and starts intimidating Lauren so she punches Lucy and smashes the café window.	Lauren geht draußen und vertraut Joey an, aber Lucy sieht das und beginnt Lauren einzuschüchtern, so dass sie Lucy schlägt und das Café-Fenster zerschlägt.
627	Arkansas Adjutant General Rector warned the Mexicans not to interfere.	Arkansas Adjutant General Rektor warnte die Mexikaner davor, sich einzumischen.
628	proverbial phrases, Wellerisms, maxims, quotations, and proverbial comparisons."	Sprichwörter, Wellerismen, Maximen, Zitate und sprichwörtliche Vergleiche ".
629	Bacterial diseases carried by wolves include brucellosis, lyme disease, leptospirosis, tularemia, bovine tuberculosis, listeriosis and anthrax.	Zu den von Wölfen getragenen Bakterienkrankheiten gehören Brucellose, Lyme-Borreliose, Leptospirose, Tularemie, Rindertuberkulose, Listeriose und Anthrax.
630	This dismays Nobuna to the point she considers executing Jūbei.	Dies erschüttert Nobuna bis zu dem Punkt, an dem sie die Vollstreckung von Jūbei in Erwägung zieht.
631	After an altercation between Walt and Ted Beneke, Mike picks up Walt and brings him to Saul.	Nach einer Auseinandersetzung zwischen Walt und Ted Beneke holt Mike Walt ab und bringt ihn zu Saul.
632	The point at which chicks fledge varies dramatically.	Der Punkt, an dem Küken Schlitten variiert dramatisch.
633	In September and October 2000, the 3rd Battalion, 327th Infantry Regiment, helped fight fires on the Bitterroot National Forest in Montana.	Im September und Oktober 2000 half das 3. Bataillon, das 327. Infanterie-Regiment, Brände auf dem Bitterroot National Forest in Montana zu bekämpfen.
634	It shows the Cardinal in episcopal costume, i.e. the cope and mitre, but without his crozier.	Es zeigt den Kardinal in bischöflichen Kostüm, dh das Kappe und Mitra, aber ohne seine Crozier.
635	The assault by the 2nd Estonian Regiment destroyed the Soviet Riigiküla bridgehead.	Der Angriff des 2. estnischen Regiments zerstörte den sowjetischen Riigiküla Brückenkopf.
636	According to CompuBox Stats, Cotto landed 212 if 395 punches thrown and Martinez landed 100 of his 322 thrown.	Laut CompuBox Stats landete Cotto 212, wenn 395 Schläge geworfen und Martinez landete 100 seiner 322 geworfen.
637	''Materials on the Language and Folklore of the Eskimoes, Vol.	'' Materialien über die Sprache und Folklore der Eskimos, Vol.
638	In 2006 the U.S. Department of Transportation and U.S. Environmental Protection Agency dubbed WVU one of the best workplaces for commuters.	Im Jahr 2006 nannte das US Department of Transportation and U.S. Environmental Protection Agency WVU einen der besten Arbeitsplätze für Pendler.
639	College of Physicians and Surgeons of British Columbia).	College of Physician and Surgeons of British Columbia).
640	Fea's muntjac are found in eastern Tibet and the Gongshan muntjac in neighboring Yunnan.	Fea 's muntjac findet man im Osten Tibets und der Gongshan muntjac im benachbarten Yunnan.
641	The 2001 Gator Bowl kicked off on January 1, 2001 at Alltel Stadium in Jacksonville, Florida.	Der Gator Bowl 2001 startete am 1. Januar 2001 im Alltel Stadium in Jacksonville, Florida.
642	The Synoptics emphasize different aspects of Jesus.	Die Synoptiker betonen verschiedene Aspekte Jesu.
643	Margolyes disembarks the Queen Mary in New York and then drives north to	Margolyes landet die Queen Mary in New York und fährt dann nach Norden
644	These gave a scalloped profile to the caldera, such as the coves at Llao Bay, Steel Bay, and Grotto Cove.	Diese gaben der Caldera ein Muschelprofil, wie die Buchten in Llao Bay, Steel Bay und Grotto Cove.
645	Styles of painting ranged between neoclassicism and romanticism.	Die Malstile reichten zwischen Neoklassizismus und Romantik.
646	Exoplanet Hypothetical planet Planetary habitability Terrestrial planet	Exoplanet Hypothetischer Planet Planetarische Bewohnbarkeit Terrestrischer Planet
647	Boston Globe columnist Dan Shaughnessy dubbed it the "Son of Massacre."	Der Kolumnist des Boston Globe Dan Shaughnessy nannte ihn den "Sohn des Massakers".
648	The Sixers missed the playoffs for seven straight seasons until the emergence of Allen Iverson, who led the team to the 2001 finals.	Die Sechsten verpassten die Playoffs für sieben geraden Jahreszeiten bis zur Entstehung von Allen Iverson, der das Team bis zum Finale 2001 geführt.
649	A coded email directs them to the Iguazu Falls in Brazil.	Eine codierte E-Mail leitet sie zu den Iguazu Falls in Brasilien.
650	The prominent Anglican clergyman James Ussher counted and numbered its folios in 1621, shortly after James VI and I named him Bishop of Meath.	Der prominente anglikanische Pfarrer James Ussher zählte und nummerierte 1621, kurz nach James VI. und ich nannten ihn Bischof von Meath.
651	Willard Varnell Oliver, 88, American Navajo code talker.	Willard Varnell Oliver, 88, amerikanischer Navajo Code Talker.
652	Christian apologists and martyrologists saw the cult of the Emperor as a particularly offensive instrument of pagan impiety and persecution.	Christliche Apologeten und Märtyrer betrachteten den Kaiserkult als besonders beleidigendes Instrument heidnischer Gottlosigkeit und Verfolgung.
653	47 Tesla's Oscillator and Other Inventions, The Century Magazine, November 1894, Vol.	47 Teslas Oszillator und andere Erfindungen, The Century Magazine, November 1894, Vol.
654	She returns to the wrecked Viper and, after carefully wrapping the remains in a parachute shawl, she incinerates the body on a funeral pyre.	Sie kehrt zu der zerstörten Viper zurück und verbrennt den Leichnam, nachdem sie die Überreste sorgfältig in einen Fallschirmschal eingehüllt hatte, auf einem Scheiterhaufen.
655	Encyclopedia of Rock & Roll, Tower Publications, 1970.	Encyclopedia of Rock & Roll, Tower Publications, 1970.
656	One of its leaders, Thomas Burton, a flax dealer, rejoined the flock.	Einer seiner Führer, Thomas Burton, ein Flachshändler, trat wieder in die Herde ein.
657	5 seed to the Tournament where they beat Green Bay on a buzzer beater by Steve Smith.	5 Samen zum Turnier, wo sie schlagen Green Bay auf einem Summer Beater von Steve Smith.
658	Tensions between the Welsh and the English persisted and spilled over in 1400 with the outbreak of the Glyndŵr Rising.	Die Spannungen zwischen Walisern und Engländern dauerten 1400 mit dem Ausbruch des Glyndاr Rising an und sprangen über.
659	He later introduces Poirot to Monsieur Desjardeux, the Prime Minister of France.	Später stellt er dem französischen Premierminister Monsieur Desjardeux Poirot vor.
660	Galloway debuted for Pro Wrestling Guerrilla in August 2015, competing in the Battle of Los Angeles tournament.	Galloway debütierte für Pro Wrestling Guerrilla im August 2015, im Wettbewerb im Battle of Los Angeles Turnier.
661	Israel believed in the "God of its fathers, but not its divinised fathers".	Israel glaubte an den "Gott seiner Väter, aber nicht an seine vergötterten Väter".
662	Each statocyst consists of a small sac lined with sensory cilia that detect the movement of a mineral mass, a statolith, under gravity.	Jede Statocyst besteht aus einem kleinen Sack mit sensorischen Zilien, die die Bewegung einer mineralischen Masse, einem Statolith, unter der Schwerkraft zu erkennen.
663	This combined underglaze blue outlines with overglaze enamels in further colours.	Diese kombinierte Unterglasur blaue Konturen mit Überglasur Emaille in weiteren Farben.
664	After crossing the Bahamas, the depression continued northeastward, and eventually dissipated 430 mi southwest of Bermuda on May 30.	Nach der Überquerung der Bahamas setzte sich die Depression nordöstlich fort und zerstreute schließlich 430 Meilen südwestlich von Bermuda am 30. Mai.
665	Canto XXXVIII opens with a quotation from Dante in which he accuses Albert of Germany of falsifying the coinage.	Canto XXXVIII beginnt mit einem Zitat von Dante, in dem er Albert von Deutschland vorwirft, die Münzprägung gefälscht zu haben.
666	Lemieux won the then vacant IBF title by outpointing Hassan N'Dam N'Jikam in June 2015.	Lemieux gewann den damals vakanten IBF-Titel, indem er Hassan N 'Dam N' Jikam im Juni 2015 hervorhob.
667	Species vary in size from the greater flamingo to the goldcrest.	Die Arten variieren in der Größe vom größeren Flamingo bis zum Goldwappen.
